Files,Before,Size,After,Time
0,180064100352,31100,180063997952,7.2e-05
0,180063997952,31200,180063895552,7.3e-05
0,180063895552,31300,180063793152,7.1e-05
0,180063793152,31400,180063690752,7.3e-05
0,180063690752,31500,180063588352,7.5e-05
0,180063588352,31600,180063485952,7.3e-05
0,180063485952,31700,180063383552,7.4e-05
0,180063383552,31800,180063281152,7e-05
0,180063281152,31900,180063178752,7.5e-05
0,180063178752,32000,180063076352,7.5e-05
0,180063076352,32100,180062973952,7.3e-05
0,180062973952,32200,180062871552,7.5e-05
0,180062871552,32300,180062769152,7.2e-05
0,180062769152,32400,180062666752,7.3e-05
0,180062666752,32500,180062564352,7.6e-05
0,180062564352,32600,180062461952,7.4e-05
0,180062461952,32700,180062359552,7.4e-05
0,180062359552,32800,180062257152,7.4e-05
0,180062257152,32900,180062154752,7e-05
0,180062154752,33000,180062052352,7.3e-05
0,180062052352,33100,180061949952,7.4e-05
0,180061949952,33200,180061847552,7.2e-05
0,180061847552,33300,180061745152,7.5e-05
0,180061745152,33400,180061642752,7.2e-05
0,180061642752,33500,180061540352,7.4e-05
0,180061540352,33600,180061437952,7.8e-05
0,180061437952,33700,180061335552,7.3e-05
0,180061335552,33800,180061233152,7.4e-05
0,180061233152,33900,180061130752,7.3e-05
0,180061130752,34000,180061028352,7.3e-05
0,180061028352,34100,180060925952,7.6e-05
0,180060925952,34200,180060823552,7.3e-05
0,180060823552,34300,180060721152,7.4e-05
0,180060721152,34400,180060618752,7.2e-05
0,180060618752,34500,180060516352,7.4e-05
0,180060516352,34600,180060413952,7.3e-05
0,180060413952,34700,180060311552,7.3e-05
0,180060311552,34800,180060209152,7.3e-05
0,180060209152,34900,180060106752,7.3e-05
0,180060106752,35000,180060004352,7.4e-05
0,180060004352,35100,180059901952,7.4e-05
0,180059901952,35200,180059795456,0.000122
0,180059795456,35300,180059693056,7.6e-05
0,180059693056,35400,180059590656,7.4e-05
0,180059590656,35500,180059488256,7.1e-05
0,180059488256,35600,180059385856,7.4e-05
0,180059385856,35700,180059283456,7.3e-05
0,180059283456,35800,180059181056,7.4e-05
0,180059181056,35900,180059078656,7.4e-05
0,180059078656,36000,180058976256,7e-05
0,180058976256,36100,180058873856,7.3e-05
0,180058873856,36200,180058771456,7.3e-05
0,180058771456,36300,180058669056,7.4e-05
0,180058669056,36400,180058566656,7.2e-05
0,180058566656,36500,180058464256,7.2e-05
0,180058464256,36600,180058361856,7.4e-05
0,180058361856,36700,180058259456,7.3e-05
0,180058259456,36800,180058157056,7.6e-05
0,180058157056,36900,180058054656,7.4e-05
0,180058054656,37000,180057952256,7.4e-05
0,180057952256,37100,180057849856,7.2e-05
0,180057849856,37200,180057747456,7.4e-05
0,180057747456,37300,180057645056,7.2e-05
0,180057645056,37400,180057542656,7.3e-05
0,180057542656,37500,180057440256,7.4e-05
0,180057440256,37600,180057337856,7.3e-05
0,180057337856,37700,180057235456,7.4e-05
0,180057235456,37800,180057133056,7.4e-05
0,180057133056,37900,180057030656,7.2e-05
0,180057030656,38000,180056928256,7.4e-05
0,180056928256,38100,180056825856,7.2e-05
0,180056825856,38200,180056723456,7.3e-05
0,180056723456,38300,180056621056,7.3e-05
0,180056621056,38400,180056518656,7.6e-05
0,180056518656,38500,180056416256,7.4e-05
0,180056416256,38600,180056313856,7.1e-05
0,180056313856,38700,180056211456,7.3e-05
0,180056211456,38800,180056109056,7.3e-05
0,180056104960,38900,180056002560,7.4e-05
0,180056002560,39000,180055900160,7.3e-05
0,180055900160,39100,180055797760,7.4e-05
0,180055797760,39200,180055695360,7.2e-05
0,180055695360,39300,180055592960,7.3e-05
0,180055592960,39400,180055490560,7.4e-05
0,180055490560,39500,180055388160,7.4e-05
0,180055388160,39600,180055285760,7.5e-05
0,180055285760,39700,180055183360,7.1e-05
0,180055183360,39800,180055080960,7.3e-05
0,180055080960,39900,180054978560,7.3e-05
0,180054978560,40000,180054876160,7.6e-05
0,180054876160,40100,180054773760,7.5e-05
0,180054773760,40200,180054671360,7.1e-05
0,180054671360,40300,180054568960,7.3e-05
0,180054568960,40400,180054466560,8.1e-05
0,180054466560,40500,180054364160,7.7e-05
0,180054364160,40600,180054261760,7.7e-05
0,180054261760,40700,180054159360,7.1e-05
0,180054159360,40800,180054056960,7.3e-05
0,180054056960,40900,180053954560,7.3e-05
0,180053954560,41000,180053852160,7.5e-05
0,180053852160,41100,180053749760,7.8e-05
0,180053749760,41200,180053647360,7.1e-05
0,180053647360,41300,180053544960,7.4e-05
0,180053544960,41400,180053442560,7.3e-05
0,180053442560,41500,180053340160,7.4e-05
0,180053340160,41600,180053237760,7.7e-05
0,180053237760,41700,180053135360,7.4e-05
0,180053135360,41800,180053032960,7.2e-05
0,180053032960,41900,180052930560,7.5e-05
0,180052930560,42000,180052828160,7.4e-05
0,180052828160,42100,180052725760,7.3e-05
0,180052725760,42200,180052623360,7.3e-05
0,180052623360,42300,180052520960,7.1e-05
0,180052520960,42400,180052418560,7.4e-05
0,180052418560,42500,180052316160,7.4e-05
0,180052316160,42600,180052213760,7.3e-05
0,180052213760,42700,180052111360,7.3e-05
0,180052111360,42800,180052008960,7.1e-05
0,180052008960,42900,180051906560,7.4e-05
0,180051906560,43000,180051804160,7.4e-05
0,180051804160,43100,180051701760,7.4e-05
0,180051701760,43200,180051599360,7.9e-05
0,180051599360,43300,180051496960,7.1e-05
0,180051496960,43400,180051394560,7.4e-05
0,180051394560,43500,180051292160,7.5e-05
0,180051292160,43600,180051189760,7.3e-05
0,180051189760,43700,180051087360,7.4e-05
0,180051087360,43800,180050984960,7.3e-05
0,180050984960,43900,180050882560,7.2e-05
0,180050882560,44000,180050780160,7.3e-05
0,180050780160,44100,180050677760,7.2e-05
0,180050677760,44200,180050575360,7.4e-05
0,180050575360,44300,180050472960,7.5e-05
0,180050472960,44400,180050370560,7.2e-05
0,180050370560,44500,180050268160,7.5e-05
0,180050268160,44600,180050165760,7.6e-05
0,180050165760,44700,180050063360,0.0001
0,180050063360,44800,180049960960,9.5e-05
0,180049960960,44900,180049858560,8.7e-05
0,180049858560,45000,180049756160,8.9e-05
0,180049756160,45100,180049653760,8.9e-05
0,180049653760,45200,180049551360,9e-05
0,180049551360,45300,180049448960,9.1e-05
0,180049448960,45400,180049346560,8.6e-05
0,180049346560,45500,180049244160,0.000114
0,180049244160,45600,180049141760,9e-05
0,180049141760,45700,180049039360,8.9e-05
0,180049039360,45800,180048936960,8.8e-05
0,180048936960,45900,180048834560,8.7e-05
0,180048834560,46000,180048732160,8.8e-05
0,180048732160,46100,180048629760,8.8e-05
0,180048629760,46200,180048527360,8.9e-05
0,180048527360,46300,180048424960,8.9e-05
0,180048424960,46400,180048322560,9.1e-05
0,180048322560,46500,180048220160,8.5e-05
0,180048220160,46600,180048117760,8.9e-05
0,180048117760,46700,180048015360,9e-05
0,180048015360,46800,180047912960,8.8e-05
0,180047912960,46900,180047810560,9e-05
0,180047810560,47000,180047708160,8.5e-05
0,180047708160,47100,180047605760,8.7e-05
0,180047605760,47200,180047503360,8.9e-05
0,180047503360,47300,180047400960,8.8e-05
0,180047400960,47400,180047298560,8.8e-05
0,180047298560,47500,180047196160,8.6e-05
0,180047196160,47600,180047093760,8.9e-05
0,180047093760,47700,180046991360,8.7e-05
0,180046991360,47800,180046888960,8.8e-05
0,180046888960,47900,180046786560,8.7e-05
0,180046786560,48000,180046684160,8.8e-05
0,180046684160,48100,180046581760,8.8e-05
0,180046581760,48200,180046479360,8.7e-05
0,180046479360,48300,180046376960,8.8e-05
0,180046376960,48400,180046274560,8.7e-05
0,180046274560,48500,180046172160,8.7e-05
0,180046168064,48600,180046065664,8.5e-05
0,180046065664,48700,180045963264,8.9e-05
0,180045963264,48800,180045860864,8.7e-05
0,180045860864,48900,180045758464,8.7e-05
0,180045758464,49000,180045656064,8.8e-05
0,180045656064,49100,180045553664,8.8e-05
0,180045553664,49200,180045451264,8.7e-05
0,180045451264,49300,180045348864,8.9e-05
0,180045348864,49400,180045246464,8.7e-05
0,180045246464,49500,180045144064,8.7e-05
0,180045144064,49600,180045041664,8.8e-05
0,180045041664,49700,180044939264,8.8e-05
0,180044939264,49800,180044836864,8.8e-05
0,180044836864,49900,180044734464,9.7e-05
0,180044734464,50000,180044632064,9e-05
0,180044632064,50100,180044529664,8.5e-05
0,180044529664,50200,180044427264,8.7e-05
0,180044427264,50300,180044324864,8.9e-05
0,180044324864,50400,180044222464,8.8e-05
0,180044222464,50500,180044120064,8.8e-05
0,180044120064,50600,180044017664,8.8e-05
0,180044017664,50700,180043915264,8.6e-05
0,180043915264,50800,180043812864,8.8e-05
0,180043812864,50900,180043710464,8.7e-05
0,180043710464,51000,180043608064,8.7e-05
0,180043608064,51100,180043505664,8.9e-05
0,180043505664,51200,180043403264,8.8e-05
0,180043403264,51300,180043300864,8.7e-05
0,180043300864,51400,180043198464,8.8e-05
0,180043198464,51500,180043096064,8.7e-05
0,180043096064,51600,180042993664,8.9e-05
0,180042993664,51700,180042891264,8.6e-05
0,180042891264,51800,180042788864,8.6e-05
0,180042788864,51900,180042686464,8.7e-05
0,180042686464,52000,180042584064,8.8e-05
0,180042584064,52100,180042481664,8.7e-05
0,180042481664,52200,180042379264,8.4e-05
0,180042379264,52300,180042276864,8.8e-05
0,180042276864,52400,180042174464,8.7e-05
0,180042174464,52500,180042072064,8.8e-05
0,180042072064,52600,180041969664,8.8e-05
0,180041969664,52700,180041867264,8.4e-05
0,180041867264,52800,180041764864,8.9e-05
0,180041764864,52900,180041662464,8.8e-05
0,180041662464,53000,180041560064,8.9e-05
0,180041560064,53100,180041457664,8.9e-05
0,180041457664,53200,180041355264,8.8e-05
0,180041355264,53300,180041252864,8.5e-05
0,180041252864,53400,180041150464,8.8e-05
0,180041150464,53500,180041048064,8.8e-05
0,180041048064,53600,180040945664,8.7e-05
0,180040945664,53700,180040843264,8.8e-05
0,180040843264,53800,180040740864,8.7e-05
0,180040740864,53900,180040638464,8.8e-05
0,180040638464,54000,180040536064,9e-05
0,180040536064,54100,180040433664,8.8e-05
0,180040433664,54200,180040331264,8.9e-05
0,180040331264,54300,180040228864,9.1e-05
0,180040228864,54400,180040126464,9.2e-05
0,180040126464,54500,180040024064,8.9e-05
0,180040024064,54600,180039921664,8.8e-05
0,180039921664,54700,180039819264,8.7e-05
0,180039819264,54800,180039716864,8.7e-05
0,180039716864,54900,180039614464,8.9e-05
0,180039614464,55000,180039512064,8.9e-05
0,180039512064,55100,180039409664,8.8e-05
0,180039409664,55200,180039307264,8.9e-05
0,180039307264,55300,180039204864,8.8e-05
0,180039204864,55400,180039102464,8.6e-05
0,180039102464,55500,180039000064,8.9e-05
0,180039000064,55600,180038897664,9e-05
0,180038897664,55700,180038795264,9e-05
0,180038795264,55800,180038692864,8.8e-05
0,180038692864,55900,180038590464,8.8e-05
0,180038590464,56000,180038488064,9e-05
0,180038488064,56100,180038385664,8.9e-05
0,180038385664,56200,180038283264,9e-05
0,180038283264,56300,180038180864,9e-05
0,180038180864,56400,180038078464,8.8e-05
0,180038078464,56500,180037976064,8.8e-05
0,180037976064,56600,180037873664,9e-05
0,180037873664,56700,180037771264,9e-05
0,180037771264,56800,180037668864,8.9e-05
0,180037668864,56900,180037566464,8.7e-05
0,180037566464,57000,180037464064,9e-05
0,180037464064,57100,180037361664,8.9e-05
0,180037361664,57200,180037259264,8.9e-05
0,180037259264,57300,180037156864,8.9e-05
0,180037156864,57400,180037054464,8.5e-05
0,180037054464,57500,180036952064,8.8e-05
0,180036952064,57600,180036849664,9e-05
0,180036849664,57700,180036747264,8.9e-05
0,180036747264,57800,180036644864,8.9e-05
0,180036644864,57900,180036542464,8.8e-05
0,180036542464,58000,180036440064,8.5e-05
0,180036440064,58100,180036337664,8.8e-05
0,180036337664,58200,180036235264,8.8e-05
0,180036235264,58300,180036132864,8.9e-05
0,180036128768,58400,180036026368,8.7e-05
0,180036026368,58500,180035923968,8.6e-05
0,180035923968,58600,180035821568,8.9e-05
0,180035821568,58700,180035719168,0.000102
0,180035719168,58800,180035616768,7.7e-05
0,180035616768,58900,180035514368,9.1e-05
0,180035514368,59000,180035411968,8.7e-05
0,180035411968,59100,180035309568,8.7e-05
0,180035309568,59200,180035207168,9.1e-05
0,180035207168,59300,180035104768,9e-05
0,180035104768,59400,180035002368,8.8e-05
0,180035002368,59500,180034899968,8.9e-05
0,180034899968,59600,180034797568,8.7e-05
0,180034797568,59700,180034695168,8.8e-05
0,180034695168,59800,180034592768,9e-05
0,180034592768,59900,180034490368,8.8e-05
0,180034490368,60000,180034387968,8.9e-05
0,180034387968,60100,180034285568,8.8e-05
0,180034285568,60200,180034183168,9e-05
0,180034183168,60300,180034080768,9e-05
0,180034080768,60400,180033978368,8.7e-05
0,180033978368,60500,180033875968,8.9e-05
0,180033875968,60600,180033773568,8.5e-05
0,180033773568,60700,180033671168,8.9e-05
0,180033671168,60800,180033568768,9.1e-05
0,180033568768,60900,180033466368,9e-05
0,180033466368,61000,180033363968,9e-05
0,180033363968,61100,180033261568,8.5e-05
0,180033261568,61200,180033159168,8.8e-05
0,180033159168,61300,180033056768,8.8e-05
0,180033056768,61400,180032954368,9e-05
0,180032954368,61500,180032847872,0.000125
0,180032847872,61600,180032745472,8.9e-05
0,180032745472,61700,180032643072,8.6e-05
0,180032643072,61800,180032540672,8.7e-05
0,180032540672,61900,180032438272,9e-05
0,180032438272,62000,180032335872,8.9e-05
0,180032335872,62100,180032233472,8.9e-05
0,180032233472,62200,180032131072,8.7e-05
0,180032131072,62300,180032028672,8.9e-05
0,180032028672,62400,180031926272,9.1e-05
0,180031926272,62500,180031823872,8.8e-05
0,180031823872,62600,180031721472,8.9e-05
0,180031721472,62700,180031619072,8.7e-05
0,180031619072,62800,180031516672,8.7e-05
0,180031516672,62900,180031414272,9e-05
0,180031414272,63000,180031311872,9e-05
0,180031311872,63100,180031209472,9.9e-05
0,180031209472,63200,180031107072,9e-05
0,180031107072,63300,180031004672,9.7e-05
0,180031004672,63400,180030902272,9.5e-05
0,180030902272,63500,180030799872,9e-05
0,180030799872,63600,180030697472,8.9e-05
0,180030697472,63700,180030595072,8.3e-05
0,180030595072,63800,180030492672,8.8e-05
0,180030492672,63900,180030390272,9e-05
0,180030390272,64000,180030287872,0.000106
0,180030287872,64100,180030185472,9e-05
0,180030185472,64200,180030083072,8.8e-05
0,180030083072,64300,180029980672,8.7e-05
0,180029980672,64400,180029878272,8.9e-05
0,180029878272,64500,180029775872,8.7e-05
0,180029775872,64600,180029673472,8.7e-05
0,180029673472,64700,180029571072,8.9e-05
0,180029571072,64800,180029468672,8.8e-05
0,180029468672,64900,180029366272,9e-05
0,180029366272,65000,180029263872,9e-05
