Number,Inserted,Space,Time
42,2.09715e+10,152761061376,1.98737
41,2.04472e+10,152761061376,1.87093
40,1.99229e+10,152761061376,1.75639
39,1.93987e+10,152761061376,1.77173
38,1.88744e+10,152761061376,1.55515
37,1.83501e+10,152761061376,1.6942
36,1.78258e+10,152761061376,1.91722
35,1.73015e+10,152761061376,1.62805
34,1.67772e+10,152761061376,1.705
33,1.62529e+10,152761061376,2.09212
32,1.57286e+10,152761061376,3.15894
31,1.52044e+10,152761061376,2.37458
30,1.46801e+10,152761061376,1.88843
29,1.41558e+10,152761061376,3.41356
28,1.36315e+10,152761061376,3.00666
27,1.31072e+10,152761061376,3.017
26,1.25829e+10,152761061376,3.47267
25,1.20586e+10,152761061376,2.97883
24,1.15343e+10,152761061376,3.07638
23,1.101e+10,152761061376,3.06767
22,1.04858e+10,152761061376,2.94171
21,9.96147e+09,152761061376,2.82374
20,9.43718e+09,152761061376,2.87648
19,8.9129e+09,152761061376,2.7429
18,8.38861e+09,152761061376,2.85305
17,7.86432e+09,152761061376,3.00069
16,7.34003e+09,152761061376,2.83173
15,6.81574e+09,152761061376,3.00883
14,6.29146e+09,152761061376,3.3641
13,5.76717e+09,152761061376,3.02682
12,5.24288e+09,152761061376,3.13695
11,4.71859e+09,152761061376,2.99932
10,4.1943e+09,152761061376,2.6545
9,3.67002e+09,152761057280,3.46383
8,3.14573e+09,152761057280,3.25648
7,2.62144e+09,152761057280,2.98098
6,2.09715e+09,152761057280,3.00092
5,1.57286e+09,152761057280,3.26768
4,1.04858e+09,152761057280,2.89312
3,5.24288e+08,152761057280,3.01285
2,0,152761057280,2.76807
Total restructure time: 1.53562
